Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNMENT   781550","USNMENT00781550","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eroessa chilensis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:33:00","http://n2t.net/ark:/65665/35459a3b9-8848-4f8c-9a9c-4ce41c62454f"
"USNMENT   781652","USNMENT00781652","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eronia cleodora","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:34:00","http://n2t.net/ark:/65665/3cbb67c87-b126-401e-9f1d-97659156d6a3"
"USNMENT   781651","USNMENT00781651","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eronia cleodora","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3deca69b6-9b84-40fc-a417-4b137ec66f38"
"USNMENT   781649","USNMENT00781649","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eronia leda","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/30a0d590d-34d3-40df-ad64-1acc13ec7f6d"
"USNMENT   781650","USNMENT00781650","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eronia leda","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3f634ea2d-0b63-4269-ae04-48fa745d247a"
"USNMENT   804313","USNMENT00804313","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eucheira socialis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/364ab105f-8f9e-4b0f-bc41-e6de5330f606"
"USNMENT   804314","USNMENT00804314","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eucheira socialis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3e7a0c917-2edf-4f20-ac9d-845fff55c917"
"USNMENT   781500","USNMENT00781500","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe ausonia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/36de93a52-ac03-47d8-9833-044f26cfc6c4"
"USNMENT   781501","USNMENT00781501","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe ausonia","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/370e799a7-808b-497b-ba1d-23b44ea592f2"
"USNMENT   781036","USNMENT00781036","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe ausonides","","Pomona College Journal of Entomology and Zoology. 28 (2): 19.","Euchloe ausonides coloradensis hemiflava Field, 1936","1 Adult Female","Pinned","","","United States","Utah","Utah","Payson","",40.0389,-111.733,"","[Not Stated]","31 Jul 1932 (7-31-32)",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.. Reviewed, Aug 2012, revised by Gerardo Lamas.","","","","","","","","30 Dec 2013 16:16:00","http://n2t.net/ark:/65665/316a4a543-4c52-4a66-aab4-f44aa590f592"
"USNMENT   781081","USNMENT00781081","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe belia var. belia Verity, 1911","","Rhopalocera palaearctica. Iconographie et description des papillons diurnes de la region palearctique. 339.","Euchloe belia","1 Adult Male","Pinned","","","United States","California","[Not Stated]","[Not Stated]","","","","","[Not Stated]","",1,"Unreviewed, Aug 2009, legacy data of uncertain quality.. Reviewed, Aug 2012, revised by Gerardo Lamas.","","","","","","","","20 Mar 2020 18:34:00","http://n2t.net/ark:/65665/30f1203ff-caaa-4dc1-a5fc-943b0e547c54"
"USNMENT   781502","USNMENT00781502","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe charlonia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/35c37f517-7fac-4899-b0ac-8c67fd220ab2"
"USNMENT   781503","USNMENT00781503","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe charlonia","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/33bdc8bfd-3fc8-4343-a571-53e248b4a114"
"USNMENT   781504","USNMENT00781504","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe cruesa","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:34:00","http://n2t.net/ark:/65665/3724b3d94-34b1-403f-ba29-5d9daac2cdf1"
"USNMENT   781505","USNMENT00781505","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe cruesa","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3724353b4-67dc-4b6a-9a5a-1413334342a9"
"USNMENT   781506","USNMENT00781506","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe falloui","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3ec87963f-e37c-4012-aa7f-5b094f101ef9"
"USNMENT   781507","USNMENT00781507","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe falloui","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3891aae5d-7754-482e-887a-cddea1827f9d"
"USNMENT   781508","USNMENT00781508","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe hyantis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3b740cc95-1fdd-4978-ac43-74487aa7aeba"
"USNMENT   781509","USNMENT00781509","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe hyantis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/34c5f0cb9-76ac-4913-a4b3-498e783a4539"
"USNMENT   781510","USNMENT00781510","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe lessei","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:35:00","http://n2t.net/ark:/65665/3dc328a1a-2540-44ae-9f89-90f56f31a788"
"USNMENT   781511","USNMENT00781511","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe lucilla","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/30baa35e1-025b-4471-b75f-7ee152f9b602"
"USNMENT   781513","USNMENT00781513","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe olympia","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:35:00","http://n2t.net/ark:/65665/3342ec349-db2b-4709-af58-fe4f603116ff"
"USNMENT   781512","USNMENT00781512","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe olympia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/34708b1d7-1f07-4114-90be-fba6bdee3119"
"USNMENT   781514","USNMENT00781514","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe penia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3316dbbf4-6c15-4c16-83ab-c95bc8d4d597"
"USNMENT   781515","USNMENT00781515","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe tagis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/30ba0140f-d3bf-43f6-96ca-7ff14d39eeac"
"USNMENT   781516","USNMENT00781516","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe tagis","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/320d8e399-3dd1-473a-820a-a34f918abdcf"
"USNMENT   781517","USNMENT00781517","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe tomyris","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/3ac186549-cb47-4a9f-b097-b893ea37458f"
"USNMENT   781518","USNMENT00781518","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe tomyris","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/37f8d6182-9972-435c-801f-4803dc3f35fa"
"USNMENT   781519","USNMENT00781519","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Euchloe transcaspica","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:41:00","http://n2t.net/ark:/65665/34b6cbcaf-f39a-4e3d-abbb-bf7f3b10ebf3"
"USNMENT   781177","USNMENT00781177","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema ada","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:36:00","http://n2t.net/ark:/65665/32fbe491c-e733-4177-a9cf-aba6039e7ac6"
"USNMENT   781148","USNMENT00781148","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema adamsi","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:37:00","http://n2t.net/ark:/65665/3d978452c-9c72-4d04-b0d8-7c44a91f9ca8"
"USNMENT   781149","USNMENT00781149","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema adamsi","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:37:00","http://n2t.net/ark:/65665/3021336fe-93a1-455c-80d8-65c6849e81f4"
"USNMENT   781150","USNMENT00781150","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema agave","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:37:00","http://n2t.net/ark:/65665/3b8dd45c9-dcaf-49ce-ba83-1a8bce1412d8"
"USNMENT   781151","USNMENT00781151","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema agave","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:38:00","http://n2t.net/ark:/65665/36e268d7e-358b-4d76-bffb-b16653049fef"
"USNMENT   781152","USNMENT00781152","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema albula","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:38:00","http://n2t.net/ark:/65665/3d70fb3ee-fbad-4522-b0af-3219e8a78e34"
"USNMENT   781153","USNMENT00781153","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema albula","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:38:00","http://n2t.net/ark:/65665/366be3416-f8bc-4374-9f13-ebb3ec9d4f99"
"USNMENT   781178","USNMENT00781178","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema alithea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/35981260a-d32a-45f2-a024-a60bc96f1cd9"
"USNMENT   781179","USNMENT00781179","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema alithea","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:38:00","http://n2t.net/ark:/65665/3eb6d7fcb-b1e0-4a3f-b014-b0af1ecd7c1b"
"USNMENT   781145","USNMENT00781145","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema amelia","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:38:00","http://n2t.net/ark:/65665/337adbbaf-d7d2-490a-805c-d1f2989cfd20"
"USNMENT   781180","USNMENT00781180","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema andersoni","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/381256f81-7f0a-4566-8059-fb0b7f132b51"
"USNMENT   781181","USNMENT00781181","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema andersoni","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3428e24a0-aa4f-416b-b311-073c2f07f50e"
"USNMENT   781146","USNMENT00781146","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema arbela","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:39:00","http://n2t.net/ark:/65665/329b176e6-be11-4f3b-ab89-14ea578fbbff"
"USNMENT   781147","USNMENT00781147","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema arbela","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:39:00","http://n2t.net/ark:/65665/3a06825bb-284c-479c-b967-d00b4a296a90"
"USNMENT   781182","USNMENT00781182","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema blanda","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/394e82a29-22cb-439d-811c-f759cdc991b3"
"USNMENT   781183","USNMENT00781183","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema blanda","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a1f9dbc1-0888-40e1-bd94-e5989f274eb8"
"USNMENT   781184","USNMENT00781184","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema brigitta","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/372c284d9-6895-4a15-bacc-bee18eac25d1"
"USNMENT   781185","USNMENT00781185","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema brigitta","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a8ddd426-4e0e-4bb6-977d-5a0959fbfbcb"
"USNMENT   781186","USNMENT00781186","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema candida","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3bda38d03-2886-49b3-8f86-c161c28627e7"
"USNMENT   781187","USNMENT00781187","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema candida","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3d26b316e-a480-4645-aa5d-303bde98bcb7"
"USNMENT   781188","USNMENT00781188","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema celebensis","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3175a9691-a238-4d46-b415-23630e75d9cd"
"USNMENT   781154","USNMENT00781154","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema daira","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:39:00","http://n2t.net/ark:/65665/35a94c4cb-b477-4e84-a4d7-624d53e02240"
"USNMENT   781155","USNMENT00781155","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema daira","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:39:00","http://n2t.net/ark:/65665/31ecbafbc-cfb9-446f-a45b-2ac180bff881"
"USNMENT   781189","USNMENT00781189","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema desjardinsii","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/35d94f5b1-715e-44fb-89e0-7dd68d02d6ea"
"USNMENT   781190","USNMENT00781190","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema desjardinsii","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36908dd40-2084-4d94-8294-37762b4ecb45"
"USNMENT   781156","USNMENT00781156","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema deva","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/31bf2c2d7-fb03-480f-af66-3059375a3cd2"
"USNMENT   781157","USNMENT00781157","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema deva","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/30c6f286b-a5e2-41e4-94b9-6ab699b1698f"
"USNMENT   781158","USNMENT00781158","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema elathea","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/3453175f7-8cda-49a3-aeae-3b6e559d0bb6"
"USNMENT   781159","USNMENT00781159","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema elathea","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/3650b8871-5a74-4f92-aa41-1186a7704ed3"
"USNMENT   781160","USNMENT00781160","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema fabiola","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/3777df315-7d13-4c2f-bea5-d38b1db38ee4"
"USNMENT   781161","USNMENT00781161","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema fabiola","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","20 Mar 2020 18:40:00","http://n2t.net/ark:/65665/3edee43bc-e792-4f55-97a9-408ebc12152f"
"USNMENT   781191","USNMENT00781191","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema floricola","","","","1 Adult Male","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/3a91828e7-fc18-448f-983f-b5600abea584"
"USNMENT   781192","USNMENT00781192","Specimen Inventory","Insecta","Lepidoptera","Pieridae","Eurema floricola","","","","1 Adult Female","Pinned","","","","","","","","","","","","",1,"","","","","","","","","14 Jul 2016 17:40:00","http://n2t.net/ark:/65665/36fab4c0f-6ece-4ba5-801c-6b14241386e2"
